last_update,location_type,state,county_name,county_name_long,fips_code,lat,lon,NCHS_urbanization,total_population,confirmed,confirmed_per_100000,deaths,deaths_per_100000
2020-09-23 23:23:49 UTC,county,Alabama,Madison,"Madison, Alabama, US",01089,34.76327133,-86.55069633,Medium metro,357560.0,7709,2156.0,78,21.81
2020-09-23 23:23:49 UTC,county,Alabama,Marengo,"Marengo, Alabama, US",01091,32.24767634,-87.78796182,Non-core,19538.0,705,3608.35,19,97.25
2020-09-23 23:23:49 UTC,county,Alabama,Marion,"Marion, Alabama, US",01093,34.13697363,-87.88704173,Non-core,29965.0,954,3183.71,29,96.78
2020-09-23 23:23:49 UTC,county,Alabama,Marshall,"Marshall, Alabama, US",01095,34.36975964,-86.30486727,Micropolitan,95145.0,3892,4090.6,44,46.25
2020-09-23 23:23:49 UTC,county,Alabama,Mobile,"Mobile, Alabama, US",01097,30.78472347,-88.20842409,Medium metro,414659.0,13233,3191.3,291,70.18
2020-09-23 23:23:49 UTC,county,Alabama,Monroe,"Monroe, Alabama, US",01099,31.56729412,-87.36995001,Non-core,21512.0,580,2696.17,8,37.19
2020-09-23 23:23:49 UTC,county,Alabama,Montgomery,"Montgomery, Alabama, US",01101,32.2206831,-86.20969272,Medium metro,226941.0,8748,3854.75,177,77.99
2020-09-23 23:23:49 UTC,county,Alabama,Morgan,"Morgan, Alabama, US",01103,34.45500589,-86.85475946,Small metro,119122.0,3239,2719.06,26,21.83
2020-09-23 23:23:49 UTC,county,Alabama,Perry,"Perry, Alabama, US",01105,32.64048341,-87.29770589,Non-core,9486.0,539,5682.06,6,63.25
2020-09-23 23:23:49 UTC,county,Alabama,Pickens,"Pickens, Alabama, US",01107,33.28094866,-88.08818103,Small metro,20298.0,645,3177.65,14,68.97
2020-09-23 23:23:49 UTC,county,Alabama,Pike,"Pike, Alabama, US",01109,31.80396383,-85.9408295,Micropolitan,33403.0,1179,3529.62,9,26.94
2020-09-23 23:23:49 UTC,county,Alabama,Randolph,"Randolph, Alabama, US",01111,33.29526734,-85.45708831,Non-core,22574.0,627,2777.53,13,57.59
2020-09-23 23:23:49 UTC,county,Alabama,Russell,"Russell, Alabama, US",01113,32.28725256,-85.18415324,Medium metro,58213.0,1732,2975.28,2,3.44
2020-09-23 23:23:49 UTC,county,Alabama,Shelby,"Shelby, Alabama, US",01117,33.26879845,-86.66232561,Large fringe metro,211261.0,5787,2739.27,50,23.67
2020-09-23 23:23:49 UTC,county,Alabama,St. Clair,"St. Clair, Alabama, US",01115,33.71902176,-86.31029372,Large fringe metro,87306.0,2263,2592.03,37,42.38
2020-09-23 23:23:49 UTC,county,Alabama,Sumter,"Sumter, Alabama, US",01119,32.59117397,-88.19916205,Non-core,12985.0,432,3326.92,19,146.32
2020-09-23 23:23:49 UTC,county,Alabama,Talladega,"Talladega, Alabama, US",01121,33.37823223,-86.16886178,Micropolitan,80565.0,2106,2614.04,28,34.75
2020-09-23 23:23:49 UTC,county,Alabama,Tallapoosa,"Tallapoosa, Alabama, US",01123,32.86698258,-85.79833053,Non-core,40636.0,1138,2800.47,85,209.17
2020-09-23 23:23:49 UTC,county,Alabama,Tuscaloosa,"Tuscaloosa, Alabama, US",01125,33.28726072,-87.52556818,Small metro,206213.0,7418,3597.25,116,56.25
2020-09-23 23:23:49 UTC,county,Alabama,Walker,"Walker, Alabama, US",01127,33.80270512,-87.30027177,Large fringe metro,64493.0,2253,3493.4,83,128.7
2020-09-23 23:23:49 UTC,county,Alabama,Washington,"Washington, Alabama, US",01129,31.4092794,-88.20689944,Non-core,16643.0,551,3310.7,13,78.11
2020-09-23 23:23:49 UTC,county,Alabama,Wilcox,"Wilcox, Alabama, US",01131,31.98773215,-87.30891118,Non-core,10809.0,530,4903.32,11,101.77
2020-09-23 23:23:49 UTC,county,Alabama,Winston,"Winston, Alabama, US",01133,34.15030532,-87.37325922,Non-core,23875.0,718,3007.33,12,50.26
2020-09-23 23:23:49 UTC,county,Alaska,Aleutians East,"Aleutians East, Alaska, US",02013,55.32222414,-161.9722021,Non-core,3425.0,2,58.39,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Aleutians West,"Aleutians West, Alaska, US",02016,52.3233,-174.1596,Non-core,5750.0,8,139.13,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Anchorage,"Anchorage, Alaska, US",02020,61.14998174,-149.1426986,Medium metro,296112.0,3926,1325.85,28,9.46
2020-09-23 23:23:49 UTC,county,Alaska,Bethel,"Bethel, Alaska, US",02050,60.90980451,-159.8561831,Non-core,18040.0,96,532.15,1,5.54
2020-09-23 23:23:49 UTC,county,Alaska,Bristol Bay,"Bristol Bay, Alaska, US",02060,58.74513976,-156.701064,Non-core,890.0,10,1123.6,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Denali,"Denali, Alaska, US",02068,63.67264044,-150.0076108,Non-core,2232.0,2,89.61,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Dillingham,"Dillingham, Alaska, US",02070,59.79603738,-158.2381942,Non-core,4975.0,8,160.8,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Fairbanks North Star,"Fairbanks North Star, Alaska, US",02090,64.80726247,-146.5692662,Small metro,99653.0,1001,1004.49,9,9.03
2020-09-23 23:23:49 UTC,county,Alaska,Haines,"Haines, Alaska, US",02100,59.09893571,-135.4679843,Non-core,2518.0,5,198.57,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Juneau,"Juneau, Alaska, US",02110,58.45031811,-134.200436,Micropolitan,32330.0,273,844.42,1,3.09
2020-09-23 23:23:49 UTC,county,Alaska,Kenai Peninsula,"Kenai Peninsula, Alaska, US",02122,60.24429722,-151.5388884,Non-core,58220.0,440,755.75,2,3.44
2020-09-23 23:23:49 UTC,county,Alaska,Ketchikan Gateway,"Ketchikan Gateway, Alaska, US",02130,55.57445008,-130.975561,Micropolitan,13804.0,49,354.97,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Kodiak Island,"Kodiak Island, Alaska, US",02150,57.65529415,-153.7493579,Non-core,13649.0,21,153.86,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Kusilvak,"Kusilvak, Alaska, US",02158,62.1542916,-163.3967883,Non-core,8198.0,12,146.38,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Matanuska-Susitna,"Matanuska-Susitna, Alaska, US",02170,62.31305045,-149.5741743,Medium metro,103464.0,587,567.35,2,1.93
2020-09-23 23:23:49 UTC,county,Alaska,Nome,"Nome, Alaska, US",02180,64.90320724,-164.0353804,Non-core,9925.0,57,574.31,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,North Slope,"North Slope, Alaska, US",02185,69.31479216,-153.4836093,Non-core,9797.0,96,979.89,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Northwest Arctic,"Northwest Arctic, Alaska, US",02188,67.04919196,-159.7503946,Non-core,7734.0,98,1267.13,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Petersburg,"Petersburg, Alaska, US",02195,57.13978948,-132.9540995,Non-core,3255.0,7,215.05,1,30.72
2020-09-23 23:23:49 UTC,county,Alaska,Prince of Wales-Hyder,"Prince of Wales-Hyder, Alaska, US",02198,55.76261984,-133.0511621,Non-core,6474.0,30,463.39,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Sitka,"Sitka, Alaska, US",02220,57.24124555,-135.3206587,Non-core,8738.0,44,503.55,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Southeast Fairbanks,"Southeast Fairbanks, Alaska, US",02240,63.87692095,-143.2127643,Non-core,6876.0,24,349.04,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Valdez-Cordova,"Valdez-Cordova, Alaska, US",02261,61.47502768,-144.7126799,Non-core,9301.0,76,817.12,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Wrangell,"Wrangell, Alaska, US",02275,56.3202004,-132.0583731,Non-core,2484.0,13,523.35,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Yakutat,"Yakutat, Alaska, US",02282,59.8909808,-140.3601451,Non-core,689.0,23,3338.17,0,0.0
2020-09-23 23:23:49 UTC,county,Alaska,Yukon-Koyukuk,"Yukon-Koyukuk, Alaska, US",02290,65.50815459,-151.3907387,Non-core,5415.0,79,1458.91,1,18.47
2020-09-23 23:23:49 UTC,county,Arizona,Apache,"Apache, Arizona, US",04001,35.39465006,-109.4892383,Non-core,71522.0,3462,4840.47,163,227.9
2020-09-23 23:23:49 UTC,county,Arizona,Cochise,"Cochise, Arizona, US",04003,31.87934684,-109.7516088,Small metro,126279.0,1887,1494.31,70,55.43
2020-09-23 23:23:49 UTC,county,Arizona,Coconino,"Coconino, Arizona, US",04005,35.83883429,-111.7707178,Small metro,140217.0,3777,2693.68,133,94.85
2020-09-23 23:23:49 UTC,county,Arizona,Gila,"Gila, Arizona, US",04007,33.80190085,-110.8132779,Micropolitan,53400.0,1247,2335.21,51,95.51
2020-09-23 23:23:49 UTC,county,Arizona,Graham,"Graham, Arizona, US",04009,32.93166885,-109.8882178,Micropolitan,37879.0,797,2104.07,24,63.36
2020-09-23 23:23:49 UTC,county,Arizona,Greenlee,"Greenlee, Arizona, US",04011,33.21498827,-109.2405279,Non-core,9504.0,58,610.27,1,10.52
2020-09-23 23:23:49 UTC,county,Arizona,La Paz,"La Paz, Arizona, US",04012,33.72854224,-113.9810029,Non-core,20701.0,536,2589.25,15,72.46
2020-09-23 23:23:49 UTC,county,Arizona,Maricopa,"Maricopa, Arizona, US",04013,33.34835867,-112.4918154,Large central metro,4253913.0,140314,3298.47,3275,76.99
2020-09-23 23:23:49 UTC,county,Arizona,Mohave,"Mohave, Arizona, US",04015,35.70471703,-113.7577902,Small metro,206064.0,3914,1899.41,223,108.22
2020-09-23 23:23:49 UTC,county,Arizona,Navajo,"Navajo, Arizona, US",04017,35.3997715,-110.3218983,Micropolitan,108705.0,5751,5290.47,233,214.34
2020-09-23 23:23:49 UTC,county,Arizona,Pima,"Pima, Arizona, US",04019,32.0971334,-111.7890033,Medium metro,1019722.0,24798,2431.84,617,60.51
2020-09-23 23:23:49 UTC,county,Arizona,Pinal,"Pinal, Arizona, US",04021,32.90525627,-111.3449483,Large fringe metro,419721.0,10397,2477.12,205,48.84
2020-09-23 23:23:49 UTC,county,Arizona,Santa Cruz,"Santa Cruz, Arizona, US",04023,31.52508998,-110.8479088,Micropolitan,46584.0,2824,6062.17,63,135.24
2020-09-23 23:23:49 UTC,county,Arizona,Yavapai,"Yavapai, Arizona, US",04025,34.59933926,-112.5538588,Small metro,224645.0,2489,1107.97,79,35.17
2020-09-23 23:23:49 UTC,county,Arizona,Yuma,"Yuma, Arizona, US",04027,32.76895712,-113.9066674,Small metro,207829.0,12594,6059.79,344,165.52
2020-09-23 23:23:49 UTC,county,Arkansas,Arkansas,"Arkansas, Arkansas, US",05001,34.29145151,-91.37277296,Non-core,18124.0,371,2047.01,5,27.59
2020-09-23 23:23:49 UTC,county,Arkansas,Ashley,"Ashley, Arkansas, US",05003,33.19153461,-91.7698471,Non-core,20537.0,428,2084.04,9,43.82
2020-09-23 23:23:49 UTC,county,Arkansas,Baxter,"Baxter, Arkansas, US",05005,36.28784385,-92.33782872,Micropolitan,41219.0,302,732.67,2,4.85
2020-09-23 23:23:49 UTC,county,Arkansas,Benton,"Benton, Arkansas, US",05007,36.33644656,-94.25680817,Medium metro,258980.0,6399,2470.85,82,31.66
2020-09-23 23:23:49 UTC,county,Arkansas,Boone,"Boone, Arkansas, US",05009,36.3084504,-93.09374925,Micropolitan,37288.0,664,1780.73,10,26.82
2020-09-23 23:23:49 UTC,county,Arkansas,Bradley,"Bradley, Arkansas, US",05011,33.46755808,-92.15980837,Non-core,10948.0,340,3105.59,8,73.07
2020-09-23 23:23:49 UTC,county,Arkansas,Calhoun,"Calhoun, Arkansas, US",05013,33.55598792,-92.49974403,Micropolitan,5202.0,34,653.59,0,0.0
2020-09-23 23:23:49 UTC,county,Arkansas,Carroll,"Carroll, Arkansas, US",05015,36.3403856,-93.54270261,Non-core,27887.0,630,2259.12,9,32.27
2020-09-23 23:23:49 UTC,county,Arkansas,Chicot,"Chicot, Arkansas, US",05017,33.26458973,-91.29539209,Non-core,10826.0,1001,9246.26,19,175.5
2020-09-23 23:23:49 UTC,county,Arkansas,Clark,"Clark, Arkansas, US",05019,34.04613432,-93.17484713,Micropolitan,22385.0,322,1438.46,4,17.87
2020-09-23 23:23:49 UTC,county,Arkansas,Clay,"Clay, Arkansas, US",05021,36.36826212,-90.4148172,Non-core,15061.0,277,1839.19,7,46.48
2020-09-23 23:23:49 UTC,county,Arkansas,Cleburne,"Cleburne, Arkansas, US",05023,35.53864922,-92.02640019,Non-core,25230.0,315,1248.51,8,31.71
2020-09-23 23:23:49 UTC,county,Arkansas,Cleveland,"Cleveland, Arkansas, US",05025,33.89723187,-92.18537045,Small metro,8226.0,179,2176.03,10,121.57
2020-09-23 23:23:49 UTC,county,Arkansas,Columbia,"Columbia, Arkansas, US",05027,33.21230701,-93.22642793,Micropolitan,23892.0,399,1670.02,18,75.34
2020-09-23 23:23:49 UTC,county,Arkansas,Conway,"Conway, Arkansas, US",05029,35.26205537,-92.70506566,Non-core,20906.0,255,1219.75,3,14.35
2020-09-23 23:23:49 UTC,county,Arkansas,Craighead,"Craighead, Arkansas, US",05031,35.83018283,-90.63235729,Small metro,105701.0,2759,2610.19,21,19.87
2020-09-23 23:23:49 UTC,county,Arkansas,Crawford,"Crawford, Arkansas, US",05033,35.58928601,-94.2446814,Medium metro,62472.0,1303,2085.73,15,24.01
2020-09-23 23:23:49 UTC,county,Arkansas,Crittenden,"Crittenden, Arkansas, US",05035,35.21247318,-90.30839406,Large fringe metro,49013.0,1903,3882.64,45,91.81
2020-09-23 23:23:49 UTC,county,Arkansas,Cross,"Cross, Arkansas, US",05037,35.29631396,-90.77185818,Non-core,16998.0,422,2482.65,8,47.06
2020-09-23 23:23:49 UTC,county,Arkansas,Dallas,"Dallas, Arkansas, US",05039,33.97042763,-92.65167437,Non-core,7432.0,158,2125.94,3,40.37
2020-09-23 23:23:49 UTC,county,Arkansas,Desha,"Desha, Arkansas, US",05041,33.83011025,-91.25500948,Non-core,11887.0,284,2389.16,5,42.06
2020-09-23 23:23:49 UTC,county,Arkansas,Drew,"Drew, Arkansas, US",05043,33.59035001,-91.71777921,Non-core,18502.0,350,1891.69,6,32.43
2020-09-23 23:23:49 UTC,county,Arkansas,Faulkner,"Faulkner, Arkansas, US",05045,35.14719007,-92.33717519,Medium metro,122416.0,2363,1930.3,19,15.52
2020-09-23 23:23:49 UTC,county,Arkansas,Franklin,"Franklin, Arkansas, US",05047,35.51202821,-93.89299569,Non-core,17780.0,261,1467.94,2,11.25
2020-09-23 23:23:49 UTC,county,Arkansas,Fulton,"Fulton, Arkansas, US",05049,36.38177105,-91.81729127,Non-core,12139.0,134,1103.88,3,24.71
2020-09-23 23:23:49 UTC,county,Arkansas,Garland,"Garland, Arkansas, US",05051,34.57692074,-93.14921604,Small metro,98296.0,1798,1829.17,49,49.85
2020-09-23 23:23:49 UTC,county,Arkansas,Grant,"Grant, Arkansas, US",05053,34.29017991,-92.42320562,Medium metro,18086.0,252,1393.34,2,11.06
2020-09-23 23:23:49 UTC,county,Arkansas,Greene,"Greene, Arkansas, US",05055,36.1173546,-90.55832668,Micropolitan,44623.0,823,1844.34,8,17.93
2020-09-23 23:23:49 UTC,county,Arkansas,Hempstead,"Hempstead, Arkansas, US",05057,33.73325583,-93.66935133,Non-core,22018.0,359,1630.48,4,18.17
2020-09-23 23:23:49 UTC,county,Arkansas,Hot Spring,"Hot Spring, Arkansas, US",05059,34.31709259,-92.95396325,Micropolitan,33520.0,1863,5557.88,26,77.57
2020-09-23 23:23:49 UTC,county,Arkansas,Howard,"Howard, Arkansas, US",05061,34.09007427,-93.9934871,Non-core,13389.0,463,3458.06,8,59.75
2020-09-23 23:23:49 UTC,county,Arkansas,Independence,"Independence, Arkansas, US",05063,35.74242707,-91.57001641,Micropolitan,37264.0,1051,2820.42,17,45.62
2020-09-23 23:23:49 UTC,county,Arkansas,Izard,"Izard, Arkansas, US",05065,36.09604046,-91.90847954,Non-core,13559.0,202,1489.79,0,0.0
2020-09-23 23:23:49 UTC,county,Arkansas,Jackson,"Jackson, Arkansas, US",05067,35.59802983,-91.21494602,Non-core,17225.0,302,1753.27,1,5.81
2020-09-23 23:23:49 UTC,county,Arkansas,Jefferson,"Jefferson, Arkansas, US",05069,34.26767081,-91.92619839,Small metro,70424.0,2999,4258.49,64,90.88
2020-09-23 23:23:49 UTC,county,Arkansas,Johnson,"Johnson, Arkansas, US",05071,35.56759135,-93.46036368,Non-core,26291.0,829,3153.17,5,19.02
2020-09-23 23:23:49 UTC,county,Arkansas,Lafayette,"Lafayette, Arkansas, US",05073,33.24116713,-93.60677071,Non-core,6915.0,98,1417.21,2,28.92
2020-09-23 23:23:49 UTC,county,Arkansas,Lawrence,"Lawrence, Arkansas, US",05075,36.04188196,-91.10867198,Non-core,16669.0,391,2345.67,12,71.99
2020-09-23 23:23:49 UTC,county,Arkansas,Lee,"Lee, Arkansas, US",05077,34.78498904,-90.78383866,Non-core,9398.0,1052,11193.87,18,191.53
2020-09-23 23:23:49 UTC,county,Arkansas,Lincoln,"Lincoln, Arkansas, US",05079,33.95317155,-91.74002806,Small metro,13695.0,1943,14187.66,15,109.53
2020-09-23 23:23:49 UTC,county,Arkansas,Little River,"Little River, Arkansas, US",05081,33.70375665,-94.23468591,Small metro,12417.0,352,2834.82,25,201.34
2020-09-23 23:23:49 UTC,county,Arkansas,Logan,"Logan, Arkansas, US",05083,35.21413234,-93.71951016,Non-core,21757.0,398,1829.3,1,4.6
2020-09-23 23:23:49 UTC,county,Arkansas,Lonoke,"Lonoke, Arkansas, US",05085,34.75392199,-91.88742357,Medium metro,72206.0,1102,1526.19,11,15.23
2020-09-23 23:23:49 UTC,county,Arkansas,Madison,"Madison, Arkansas, US",05087,36.01038185,-93.72524943,Medium metro,16076.0,337,2096.29,2,12.44
2020-09-23 23:23:49 UTC,county,Arkansas,Marion,"Marion, Arkansas, US",05089,36.26844485,-92.68451899,Non-core,16438.0,83,504.93,0,0.0
2020-09-23 23:23:49 UTC,county,Arkansas,Miller,"Miller, Arkansas, US",05091,33.31403423,-93.89285258,Small metro,43759.0,797,1821.34,11,25.14
2020-09-23 23:23:49 UTC,county,Arkansas,Mississippi,"Mississippi, Arkansas, US",05093,35.76271485,-90.0519437,Micropolitan,42831.0,1636,3819.66,50,116.74
2020-09-23 23:23:49 UTC,county,Arkansas,Monroe,"Monroe, Arkansas, US",05095,34.6815935,-91.20540287,Non-core,7249.0,121,1669.2,0,0.0
2020-09-23 23:23:49 UTC,county,Arkansas,Montgomery,"Montgomery, Arkansas, US",05097,34.53704874,-93.65824478,Non-core,8993.0,139,1545.65,4,44.48
2020-09-23 23:23:49 UTC,county,Arkansas,Nevada,"Nevada, Arkansas, US",05099,33.66340119,-93.30632432,Non-core,8440.0,214,2535.55,13,154.03
2020-09-23 23:23:49 UTC,county,Arkansas,Newton,"Newton, Arkansas, US",05101,35.91947491,-93.21612969,Micropolitan,7848.0,226,2879.71,18,229.36
2020-09-23 23:23:49 UTC,county,Arkansas,Ouachita,"Ouachita, Arkansas, US",05103,33.58839816,-92.87795984,Micropolitan,24106.0,252,1045.38,6,24.89
2020-09-23 23:23:49 UTC,county,Arkansas,Perry,"Perry, Arkansas, US",05105,34.9459153,-92.94372564,Medium metro,10322.0,85,823.48,0,0.0
2020-09-23 23:23:49 UTC,county,Arkansas,Phillips,"Phillips, Arkansas, US",05107,34.43268455,-90.84800154,Micropolitan,19034.0,470,2469.27,11,57.79
2020-09-23 23:23:49 UTC,county,Arkansas,Pike,"Pike, Arkansas, US",05109,34.16250414,-93.65789349,Non-core,10808.0,223,2063.29,3,27.76
2020-09-23 23:23:49 UTC,county,Arkansas,Poinsett,"Poinsett, Arkansas, US",05111,35.57433534,-90.66268713,Small metro,24054.0,632,2627.42,11,45.73
2020-09-23 23:23:49 UTC,county,Arkansas,Polk,"Polk, Arkansas, US",05113,34.48254879,-94.22728802,Non-core,20163.0,253,1254.77,4,19.84
